ID	ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	FORM	SPANISH	TOKENS	VALUE	BORROWING	NOTE	SOURCE
1235		ɾ k u	993	DIRECTIONAL UP	HuarazHuailas	rku		ɾ k u	rku			parker1976
1236		i - k - - aː	16	PROGRESSIVE	HuarazHuailas	ykaa		i k aː	ykaa			parker1976
1237		- ɾ i	1095	EMPHATIC	HuarazHuailas	rI		ɾ i	rI			parker1976
1238		t - -	1272	FACTIVE	HuarazHuailas	t		t	t		'acción completa’	parker1976
1239		ts aː -	1272	FACTIVE	HuarazHuailas	tsaa		ts aː	tsaa			parker1976
1241		p a -	1315	GENITIVE	HuarazHuailas	pa		p a	pa			parker1976
1242		i k a tʃ aː	1295	FREQUENTIVE	HuarazHuailas	ykachaa		i k a tʃ aː	ykachaa			parker1976
1243		j aː -	1419	INCHOATIVE	HuarazHuailas	yaa		j aː	yaa			parker1976
1244		n - - t i n	1443	INCLUSIVE	HuarazHuailas	ntin		n t i n	ntin, nintin			parker1976
1246		i	1362	INFINITIVE	HuarazHuailas	y		i	y			parker1976
1247		w a n	1507	INSTRUMENTAL-COMITATIVE	HuarazHuailas	wan		w a n	wan			parker1976
1249		t aː - -	27	IRREVERSIBLE CHANGE	HuarazHuailas	taa		t aː	taa			parker1976
1250		tʃ a w	1604	LOCATIVE	HuarazHuailas	chaw		tʃ a w	chaw			parker1976
1251		k u	1637	MIDDLE VOICE	HuarazHuailas	ku		k u	ku		reflexivizador; U	parker1976
1252		s a p a	1656	MULTIPLE POSSESSIVE	HuarazHuailas	sapa		s a p a	sapa			parker1976
1253		n q a	1706	NOMINALIZER NQA	HuarazHuailas	nqa		n q a	nqa			parker1976
1254		n - a	1711	NOMINALIZER NA	HuarazHuailas	na		n a	na		participio potencial	parker1976
1255		k aː -	1758	PASSIVE ACCIDENTAL	HuarazHuailas	kaa		k aː	kaa			parker1976
1256		ɾ q a	1770	PAST TENSE	HuarazHuailas	rqa		ɾ q a	rqa			parker1976
1257		ɾ q u	1770	PAST TENSE	HuarazHuailas	rqu		ɾ q u	rqu			parker1976
1258		ʃ - -	1800	PERFECT	HuarazHuailas	sh		ʃ	sh, shqa			parker1976
1259		ʃ q a	1800	PERFECT	HuarazHuailas	shqa		ʃ q a	sh, shqa			parker1976
1260		ʃ q a	1800	PERFECTIVIZER	HuarazHuailas	shqa		ʃ q a	shqa			parker1976
1261		k u n a	1855	PLURAL	HuarazHuailas	kuna		k u n a	kuna			parker1976
1262		- - j o q	1887	POSSESSIVE	HuarazHuailas	yoq		j o q	yoq			parker1976
1263		n a q	1913	PRIVATIVE	HuarazHuailas	nnaq		n a q	nnaq			parker1976
1264		ɾ ai k u	1948	REASON	HuarazHuailas	raykur		ɾ ai k u	raykur, tsi			parker1976
1265		ts i	766	CAUSATIVE	HuarazHuailas	tsi		ts i	raykur, tsi			parker1976
1266		s k i	2035	RESISTED ACTION	HuarazHuailas	skI		s k i	skI			parker1976
1267		ʎ - a	2039	RESTRICTIVE	HuarazHuailas	lla		ʎ a	lla		limitativo	parker1976
1268		ɾ	2114	SUBORDINATOR IDSUB	HuarazHuailas	r		ɾ	r			parker1976
1269		p t i -	2144	SUBORDINATOR DIFFSUB	HuarazHuailas	pti		p t i	pti			parker1976
1270		p u	2201	VERBAL BENEFACTIVE	HuarazHuailas	pu		p u	pu			parker1976
1272		j - k i	24	1S SUBJECT 2S OBJECT	Inga	yqui		j k i	yqui		singular	tandioy1978
1273		- - n tʃ i -	58	1PL VERBAL	Inga	nchi		n tʃ i	nchi			tandioy1978
1274		s u n + tʃ i	111 58	1PL VERBAL FUTURE	Inga	sunchi		s u n + tʃ i	sunchi			tandioy1978
1276		s k a + k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Inga	scaqui		s k a + k i	scaqui			tandioy1978
1277		k a + n i	234 235	1S VERBAL	Inga	ka-ni		k a + n i	ka-ni			tandioy1978
1278		s - a -	280	1S VERBAL FUTURE	Inga	sa		s a	sa			tandioy1978
1280		n - g i	370	2S VERBAL	Inga	ngui		n g i	ngui			tandioy1978
1284		n g a	446	3S FUTURE	Inga	nga		n g a	nga			tandioy1978
1285		n	546	3S VERBAL	Inga	n		n	n		no se marca siempre	tandioy1978
1286		m a n d a	571	ABLATIVE	Inga	manda		m a n d a	manda			tandioy1978
1287		- t a	614	ACCUSATIVE	Inga	ta		t a	ta			tandioy1978
1288		p a s	639	ADDITIVE	Inga	pas		p a s	pas			tandioy1978
1289		g	674	AGENTIVE	Inga	g		g	g			tandioy1978
1291		t a - -	754	INTERROGATION	Inga	ta		t a	ta			tandioy1978
1292		m u	800	CISLOCATIVE	Inga	mu		m u	mu			tandioy1978
1293		n t r a	854	CONDITIONAL	Inga	ntra		n t r a	ntra			tandioy1978
1294		r a j a	8	UNINTERRUPTED ACTION	Inga	raya		r a j a	raya			tandioy1978
1295		k -	905	CONTRASTIVE	Inga	c		k	c, ca		llevé a Pacho. A María no	tandioy1978
1296		k a	905	CONTRASTIVE	Inga	ca		k a	c, ca		llevé a Pacho. A María no	tandioy1978
1297		m a -	911	DATIVE/ILATIVE	Inga	ma		m a	ma			tandioy1978
1299		n a j a	939	DESIDERATIVE	Inga	naya		n a j a	naya			tandioy1978
1300		a g	961	DESPECTIVE	Inga	ag		a g	ag, ash, ans		personas despreciadas	tandioy1978
1301		a - ʃ	962	DESPECTIVE	Inga	ash		a ʃ	ag, ash, ans		personas despreciadas	tandioy1978
1302		a n s	962	DESPECTIVE	Inga	ans		a n s	ag, ash, ans		personas despreciadas	tandioy1978
1303		- - t u m	14	DIMINUTIVE	Inga	tum		t u m	tum	esp		tandioy1978
1304		- - k - - u	17	PROGRESSIVE	Inga	cu		k u	cu, nacu		nacu para plural	tandioy1978
1305		n a k - - u	17	PROGRESSIVE	Inga	nacu		n a k u	cu, nacu		nacu para plural	tandioy1978
1307		t a t a	1097	RESTRICTIVE	Inga	tata		t a t a	llata, tata		esa misma noche, ese mismo rio	tandioy1978
1308		tʃ a r -	19	EVIDENTIAL CONJECTURAL	Inga	char		tʃ a r	char			tandioy1978
1309		m i	1157	EVIDENTIAL DIRECT	Inga	mi		m i	mi			tandioy1978
1310		s - i	1198	EVIDENTIAL REPORTATIVE	Inga	si		s i	si			tandioy1978
1311		m a	1310	FRUSTRATIVE	Inga	ma		m a	ma		hubera llevado; aspecto verbal	tandioy1978
1312		p a -	1315	GENITIVE	Inga	pa		p a	pa			tandioy1978
1313		i - -	1362	IMPERATIVE	Inga	y		i	y, ychi			tandioy1978
1315		s u n + tʃ u	1386	IMPERATIVE 1P	Inga	sunchu		s u n + tʃ u	sunchu, nacusunchi		sg/pl	tandioy1978
1317		r i	1397	INCEPTIVE	Inga	ri		r i	ri			tandioy1978
1318		j a -	1419	INCHOATIVE	Inga	ya		j a	ya			tandioy1978
1319		i	1362	INFINITIVE	Inga	y		i	y			tandioy1978
1320		tʃ u - - -	1486	INJUNCTIVE	Inga	chu		tʃ u	chu			tandioy1978
1321		w a -	15	INSTRUMENTAL-COMITATIVE	Inga	hua		w a	hua			tandioy1978
1322		- - - k a m a	1578	LIMITATIVE	Inga	cama		k a m a	cama, pagcama			tandioy1978
1324		p i	1603	LOCATIVE	Inga	pi		p i	pi, pagpi			tandioy1978
1326		tʃ u	1682	NEGATION	Inga	chu		tʃ u	chu			tandioy1978
1327		n g a	36	NOMINALIZER NQA	Inga	nga		n g a	nga		nominalizer nqa?	tandioy1978
1328		r q a	1770	PAST TENSE	Inga	rqa		r q a	rqa			tandioy1978
1329		s k a	1800	PERFECT	Inga	sca		s k a	sca			tandioy1978
1330		s k a	1800	PERFECTIVIZER	Inga	sca		s k a	sca			tandioy1978
1331		k u n a	1855	PLURAL	Inga	cuna		k u n a	cuna			tandioy1978
1332		- x i m	1880	POOR	Inga	jim		x i m	jim, ajim		“pobre hombrecito”	tandioy1978
1333		a x i m	1880	POOR	Inga	ajim		a x i m	jim, ajim		“pobre hombrecito”	tandioy1978
1334		- - j u g	1887	POSSESSIVE	Inga	yug		j u g	yug			tandioy1978
1335		n g a p a	1910	POTENTIALIS	Inga	ngapa		n g a p a	ngapa		+ kay; voy a llevar, iba a llevar (karquani)	tandioy1978
1336		n g a p a	1939	SUBORDINATOR	Inga	ngapa		n g a p a	ngapa		subordination	tandioy1978
1337		tʃ i	766	CAUSATIVE	Inga	chi		tʃ i	chi			tandioy1978
1338		n d i	2001	RELATIONAL	Inga	ndi		n d i	ndi		cayandi: al dia siguiente (dia que tiene relación con otro)	tandioy1978
1339		ʎ - a	2039	RESTRICTIVE	Inga	lla		ʎ a	lla			tandioy1978
1340		g t a	2110	SUBORDINATOR CONSEQUENCE	Inga	gta		g t a	gta		limitative= bebió hasta que se emborrachó; direct consequence from main verb	tandioy1978
1341		s p a - - -	2113	SUBORDINATOR IDSUB	Inga	spa		s p a	spa			tandioy1978
1342		o r a	2141	SUBORDINATOR SAME-TIME	Inga	hora		o r a	hora	esp	prestado del castellano	tandioy1978
1343		x p i	26	SUBORDINATOR DIFFSUB	Inga	gpi		x p i	gpi			tandioy1978
1344		n i g	2175	SURROUNDINGS	Inga	nig		n i g	nig			tandioy1978
1345		p u	2201	VERBAL BENEFACTIVE	Inga	pu		p u	pu			tandioy1978
1346		w a	3	1 OBJECT	Inga	hua		w a	hua		me llevó; complemento del verbo en la primera persona	tandioy1978
1347		w a	3	1 OBJECT	Laraos	wa		w a	wa			taylor1990
1348		j - k i	24	1S SUBJECT 2S OBJECT	Laraos	yki		j k i	yki			taylor1990
1349		n - - - - tʃ i k	58	1PL POSSESSOR	Laraos	nchik		n tʃ i k	nchik			taylor1990
1350		- - n tʃ i k	58	1PL VERBAL	Laraos	nchik		n tʃ i k	nchik			taylor1990
1351		s - u n - - - -	111	1PL VERBAL FUTURE	Laraos	sun		s u n	sun			taylor1990
1352		t a n t a + j	155 156	1S POSSESSOR	Laraos	tanta-y		t a n t a + j	tanta-y			taylor1990
1353		s q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Laraos	sqayki		s q a + j k i	sqayki			taylor1990
1354		k a + n i	234 235	1S VERBAL	Laraos	ka-ni		k a + n i	ka-ni			taylor1990
1355		s - a q	280	1S VERBAL FUTURE	Laraos	saq		s a q	saq			taylor1990
1356		i k i	348	2S POSSESSOR	Laraos	yki		i k i	yki			taylor1990
1357		n - k i	370	2S VERBAL	Laraos	nki		n k i	nki			taylor1990
1358		n	466	3S POSSESSOR	Laraos	n		n	n			taylor1990
1359		w a + n tʃ i k	3 486	3S SUBJECT 1PL OBJECT	Laraos	wanchik		w a + n tʃ i k	wanchik			taylor1990
1360		s - u n k - - i -	337 528	3S SUBJECT 2S OBJECT	Laraos	sunki		s u n k i	sunki			taylor1990
1361		n	546	3S VERBAL	Laraos	n		n	n			taylor1990
1362		m a n t a	571	ABLATIVE	Laraos	manta		m a n t a	manta			taylor1990
1363		- t a	614	ACCUSATIVE	Laraos	ta		t a	ta			taylor1990
1364		p i s	639	ADDITIVE	Laraos	pis		p i s	pis			taylor1990
1365		q	674	AGENTIVE	Laraos	q		q	q			taylor1990
1366		p a q -	720	BENEFACTIVE	Laraos	paq		p a q	paq			taylor1990
1367		tʃ i	766	CAUSATIVE	Laraos	chi		tʃ i	chi			taylor1990
1368		ɾ a q -	877	CONTINUATIVE	Laraos	raq		ɾ a q	raq			taylor1990
1369		m a n	911	DATIVE/ILATIVE	Laraos	man		m a n	man			taylor1990
1370		n a - -	939	DESIDERATIVE	Laraos	na		n a	na			taylor1990
1371		ɲ a	1019	DISCONTINUATIVE	Laraos	ña		ɲ a	ña			taylor1990
1372		tʃ - k - - a	1062	PROGRESSIVE	Laraos	chka		tʃ k a	chka			taylor1990
1373		a ɾ i	1095	EMPHATIC	Laraos	ari		a ɾ i	ari			taylor1990
1374		- ɾ i	1095	EMPHATIC	Laraos	ri		ɾ i	ri			taylor1990
1375		ʈʂ i - -	18	EVIDENTIAL CONJECTURAL	Laraos	ĉi		ʈʂ i	ĉi			taylor1990
1376		m i	1157	EVIDENTIAL DIRECT	Laraos	mi		m i	mi			taylor1990
1377		s - i	1198	EVIDENTIAL REPORTATIVE	Laraos	si		s i	si			taylor1990
1378		- i k u	1228	EXCEPTIONAL	Laraos	yku		i k u	yku			taylor1990
1379		p i -	1315	GENITIVE	Laraos	pi		p i	pi			taylor1990
1380		i	1362	IMPERATIVE	Laraos	y		i	y			taylor1990
1381		- - - - s u n - -	1386	IMPERATIVE 1P	Laraos	sun		s u n	sun			taylor1990
1382		n - - t i n	1443	INCLUSIVE	Laraos	ntin		n t i n	ntin			taylor1990
1383		i	1362	INFINITIVE	Laraos	y		i	y			taylor1990
1384		tʃ u n - -	1486	INJUNCTIVE	Laraos	chun		tʃ u n	chun			taylor1990
1385		w a n	1507	INSTRUMENTAL-COMITATIVE	Laraos	wan		w a n	wan			taylor1990
1386		k a m a -	1578	LIMITATIVE	Laraos	kama		k a m a	kama			taylor1990
1387		tʂ a w	1604	LOCATIVE	Laraos	ĉaw		tʂ a w	ĉaw			taylor1990
1388		tʃ u	1682	NEGATION	Laraos	chu		tʃ u	chu			taylor1990
1389		n - a	1711	NOMINALIZER NA	Laraos	na		n a	na		Concretizador	taylor1990
1390		ɾ q u	1770	PAST TENSE	Laraos	rqu		ɾ q u	rqu			taylor1990
1391		k u n a	1855	PLURAL	Laraos	kuna		k u n a	kuna			taylor1990
1392		n a q	1913	PRIVATIVE	Laraos	nnaq		n a q	nnaq			taylor1990
1393		ɾ ai k u	1948	REASON	Laraos	rayku		ɾ ai k u	rayku			taylor1990
1394		t a q	2063	SEQUENTIAL	Laraos	taq		t a q	taq			taylor1990
1395		s t i n	2097	SUBORDINATOR ADVERBIAL	Laraos	stin		s t i n	stin			taylor1990
1396		ɾ	2114	SUBORDINATOR IDSUB	Laraos	r		ɾ	r			taylor1990
1397		p t i -	2144	SUBORDINATOR DIFFSUB	Laraos	pti		p t i	pti			taylor1990
1398		q a	2178	TOPIC	Laraos	qa		q a	qa			taylor1990
1399		ɾ a	11	UNINTERRUPTED ACTION	Laraos	ra		ɾ a	ra			taylor1990
1400		w a	3	1 OBJECT	Lincha-Tana	wa		w a	wa			shimelman2017
1401		j - k i	24	1S SUBJECT 2S OBJECT	Lincha-Tana	yki		j k i	yki			shimelman2017
1402		n - - - - tʃ i k	58	1PL POSSESSOR	Lincha-Tana	nchik		n tʃ i k	nchik			shimelman2017
1403		- - n tʃ i k	58	1PL VERBAL	Lincha-Tana	nchik		n tʃ i k	nchik			shimelman2017
1404		tʃ u + w a n	111 3	1PL VERBAL CONDITIONAL	Lincha-Tana	chuwan		tʃ u + w a n	chuwan			shimelman2017
1405		ʃ - u n - - - -	111	1PL VERBAL FUTURE	Lincha-Tana	shun		ʃ u n	shun			shimelman2017
1406		t a n t a + j	155 156	1S POSSESSOR	Lincha-Tana	tanta-y		t a n t a + j	tanta-y			shimelman2017
1407		ʃ q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Lincha-Tana	shqayki		ʃ q a + j k i	shqayki		variation between sh and s	shimelman2017
1408		k a + n i	234 235	1S VERBAL	Lincha-Tana	ka-ni		k a + n i	ka-ni			shimelman2017
1409		ʃ - a q	280	1S VERBAL FUTURE	Lincha-Tana	shaq		ʃ a q	shaq			shimelman2017
1410		n k i + m a n	326 40	2S CONDITIONAL	Lincha-Tana	nki-man		n k i + m a n	waq			shimelman2017
1411		ʃ - u	337	2S OBJECT	Lincha-Tana	shu		ʃ u	shu			shimelman2017
1412		j k i	348	2S POSSESSOR	Lincha-Tana	yki		j k i	yki			shimelman2017
1413		w a + n k i	3 370	2S SUBJECT 1S OBJECT	Lincha-Tana	wanki		w a + n k i	wanki			shimelman2017
1414		n - k i	370	2S VERBAL	Lincha-Tana	nki		n k i	nki			shimelman2017
1415		n q a	446	3S FUTURE	Lincha-Tana	nqa		n q a	nqa			shimelman2017
1416		n	466	3S POSSESSOR	Lincha-Tana	n		n	n			shimelman2017
1417		w a - n tʃ i k -	3 486	3S SUBJECT 1PL OBJECT	Lincha-Tana	wanchik		w a n tʃ i k	wanchik			shimelman2017
1418		w a + n	3 546	3S SUBJECT 1S OBJECT	Lincha-Tana	wan		w a + n	wan			shimelman2017
1419		ʃ - u n k - - i -	337 528	3S SUBJECT 2S OBJECT	Lincha-Tana	shunki		ʃ u n k i	shunki			shimelman2017
1420		n	546	3S VERBAL	Lincha-Tana	n		n	n			shimelman2017
1421		p a q - -	1	ABLATIVE	Lincha-Tana	paq		p a q	paq			shimelman2017
1422		- ʃ i	598	ACCOMPANIMENT	Lincha-Tana	shi		ʃ i	shi,si			shimelman2017
1423		- s i	598	ACCOMPANIMENT	Lincha-Tana	si		s i	shi,si			shimelman2017
1424		- t a	614	ACCUSATIVE	Lincha-Tana	ta		t a	ta			shimelman2017
1425		p i s	639	ADDITIVE	Lincha-Tana	pis		p i s	pis,s			shimelman2017
1427		q	674	AGENTIVE	Lincha-Tana	q		q	q			shimelman2017
1428		p a q -	720	BENEFACTIVE	Lincha-Tana	paq		p a q	paq			shimelman2017
1429		tʃ i	766	CAUSATIVE	Lincha-Tana	chi		tʃ i	chi			shimelman2017
1431		m u	800	CISLOCATIVE	Lincha-Tana	mu		m u	mu			shimelman2017
1432		h i n a -	824	COMPARATIVE	Lincha-Tana	hina		h i n a	hina			shimelman2017
1433		m a n	853	CONDITIONAL	Lincha-Tana	man		m a n	man			shimelman2017
1434		ɾ a q -	877	CONTINUATIVE	Lincha-Tana	raq		ɾ a q	raq			shimelman2017
1435		m a n	911	DATIVE/ILATIVE	Lincha-Tana	man		m a n	man			shimelman2017
1436		n a j a	939	DESIDERATIVE	Lincha-Tana	naya		n a j a	naya			shimelman2017
1437		ɾ a j a	968	DETRANSITIVIZER	Lincha-Tana	raya		ɾ a j a	raya			shimelman2017
1438		- - tʃ a -	976	DIMINUTIVE	Lincha-Tana	cha		tʃ a	cha			shimelman2017
1439		ɲ a	1019	DISCONTINUATIVE	Lincha-Tana	ña		ɲ a	ña			shimelman2017
1440		tʃ u	1029	DISJUNCTIVE	Lincha-Tana	chu		tʃ u	chu			shimelman2017
1441		tʃ ai	1036	DISTAL DEMONSTRATIVE	Lincha-Tana	chay		tʃ ai	chay			shimelman2017
1442		w a k	1046	DISTAL REMOVED DEMONSTRATIVE	Lincha-Tana	wak		w a k	wak			shimelman2017
1444		- - j - - a	16	PROGRESSIVE	Lincha-Tana	ya		j a	ya			shimelman2017
1445		a ɾ i	1095	EMPHATIC	Lincha-Tana	ari		a ɾ i	ari			shimelman2017
1446		j a	20	INTENSIFIER	Lincha-Tana	ya		j a	ya			shimelman2017
1447		ʈ i - -	18	EVIDENTIAL CONJECTURAL	Lincha-Tana	tri		ʈ i	tri,tr			shimelman2017
1448		ʈ - - -	18	EVIDENTIAL CONJECTURAL	Lincha-Tana	tr		ʈ	tri,tr			shimelman2017
1449		m i	1157	EVIDENTIAL DIRECT	Lincha-Tana	mi		m i	mi,m			shimelman2017
1450		m -	1157	EVIDENTIAL DIRECT	Lincha-Tana	m		m	mi,m			shimelman2017
1451		i k	1184	EVIDENTIAL MODIFIER	Lincha-Tana	ik		i k	ik			shimelman2017
1452		i k i	1191	EVIDENTIAL MODIFIER (STRONGEST)	Lincha-Tana	iki		i k i	iki			shimelman2017
1453		ʃ - i	1198	EVIDENTIAL REPORTATIVE	Lincha-Tana	shi		ʃ i	shi,sh			shimelman2017
1454		ʃ - -	1198	EVIDENTIAL REPORTATIVE	Lincha-Tana	sh		ʃ	shi,sh			shimelman2017
1457		- i k a	1228	EXCEPTIONAL	Lincha-Tana	ika		i k a	yku,yka/ika/iku			shimelman2017
1458		- i k u	1228	EXCEPTIONAL	Lincha-Tana	iku		i k u	yku,yka/ika/iku			shimelman2017
1459		p u ɾ a	1256	EXCLUSIVE	Lincha-Tana	pura		p u ɾ a	pura			shimelman2017
1460		tʃ a -	1272	FACTIVE	Lincha-Tana	cha		tʃ a	cha			shimelman2017
1461		- k a ʈ a	1295	FREQUENTIVE	Lincha-Tana	katra		k a ʈ a	katra			shimelman2017
1462		p a -	1315	GENITIVE	Lincha-Tana	pa		p a	pa,pi			shimelman2017
1463		p i -	1315	GENITIVE	Lincha-Tana	pi		p i	pa,pi			shimelman2017
1464		i - -	1362	IMPERATIVE	Lincha-Tana	y		i	y			shimelman2017
1465		ɾ i	1397	INCEPTIVE	Lincha-Tana	ri		ɾ i	ri			shimelman2017
1466		j a -	1419	INCHOATIVE	Lincha-Tana	ya		j a	ya			shimelman2017
1467		n - - t i n	1443	INCLUSIVE	Lincha-Tana	ntin		n t i n	ntin			shimelman2017
1468		i	1362	INFINITIVE	Lincha-Tana	y		i	y			shimelman2017
1469		tʃ u n - -	1486	INJUNCTIVE	Lincha-Tana	chun		tʃ u n	chun			shimelman2017
1470		w a n	1507	INSTRUMENTAL-COMITATIVE	Lincha-Tana	wan		w a n	wan			shimelman2017
1472		t a m u	1553	IRREVERSIBLE CHANGE	Lincha-Tana	tamu		t a m u	tamu			shimelman2017
1474		p aː k u	1561	JOINT ACTION	Lincha-Tana	paːku		p aː k u	paku,paːku			shimelman2017
1475		k a m a -	1578	LIMITATIVE	Lincha-Tana	kama		k a m a	kama			shimelman2017
1476		p a	1603	LOCATIVE	Lincha-Tana	pa		p a	pa,pi			shimelman2017
1477		p i	1603	LOCATIVE	Lincha-Tana	pi		p i	pa,pi			shimelman2017
1478		k u	1637	MIDDLE VOICE	Lincha-Tana	ku		k u	ku		U	shimelman2017
1479		s a p a	1656	MULTIPLE POSSESSIVE	Lincha-Tana	sapa		s a p a	sapa			shimelman2017
1480		p u k u	1676	MUTUAL BENEFIT	Lincha-Tana	puku		p u k u	puku			shimelman2017
1481		tʃ u	1682	NEGATION	Lincha-Tana	chu		tʃ u	chu			shimelman2017
1482		n - a	1711	NOMINALIZER NA	Lincha-Tana	na		n a	na			shimelman2017
1484		m a s - i	1746	PARTNERSHIP	Lincha-Tana	masi		m a s i	masi			shimelman2017
1485		k a -	1758	PASSIVE ACCIDENTAL	Lincha-Tana	ka		k a	ka			shimelman2017
1486		ɾ q a	1770	PAST TENSE	Lincha-Tana	rqa		ɾ q a	rqa			shimelman2017
1487		ʃ - a	1800	PERFECT	Lincha-Tana	sha		ʃ a	sha,sa			shimelman2017
1488		s - a	1800	PERFECT	Lincha-Tana	sa		s a	sha,sa			shimelman2017
1489		ʃ - a	1800	PERFECTIVIZER	Lincha-Tana	sha		ʃ a	sha,sa		nmlz	shimelman2017
1490		s - a	1800	PERFECTIVIZER	Lincha-Tana	sa		s a	sha,sa		nmlz	shimelman2017
1491		k u n a	1855	PLURAL	Lincha-Tana	kuna		k u n a	kuna			shimelman2017
1492		- - j o q	1887	POSSESSIVE	Lincha-Tana	yuq		j o q	yuq			shimelman2017
1493		a m a	1918	PROHIBITIVE	Lincha-Tana	ama		a m a	ama			shimelman2017
1494		k ai	1927	PROXIMAL DEMONSTRATIVE	Lincha-Tana	kay		k ai	kay			shimelman2017
1496		ɾ ai k u	1948	REASON	Lincha-Tana	rayku		ɾ ai k u	rayku			shimelman2017
1497		n a k u	1976	RECIPROCAL	Lincha-Tana	naku		n a k u	naku,naka			shimelman2017
1498		n a k a	1976	RECIPROCAL	Lincha-Tana	naka		n a k a	naku,naka			shimelman2017
1499		p a - -	2008	REPETITIVE	Lincha-Tana	pa		p a	pa			shimelman2017
1500		ʃ q a	2021	REPORTATIVE PAST TENSE	Lincha-Tana	shqa		ʃ q a	shqa			shimelman2017
1501		ʎ - a	2039	RESTRICTIVE	Lincha-Tana	lla		ʎ a	lla			shimelman2017
1502		t a q	2063	SEQUENTIAL	Lincha-Tana	taq		t a q	taq			shimelman2017
1503		t u k u	2082	SIMULATIVE	Lincha-Tana	tuku		t u k u	tuku			shimelman2017
1504		ʃ t i n	2097	SUBORDINATOR ADVERBIAL	Lincha-Tana	shtin		ʃ t i n	shtin			shimelman2017
1505		ʃ p a - - -	2113	SUBORDINATOR IDSUB	Lincha-Tana	shpa		ʃ p a	shpa			shimelman2017
1506		p t i -	2144	SUBORDINATOR DIFFSUB	Lincha-Tana	pti		p t i	pti			shimelman2017
1507		q a	2178	TOPIC	Lincha-Tana	qa		q a	qa			shimelman2017
1508		p u	2201	VERBAL BENEFACTIVE	Lincha-Tana	pu		p u	pu,pa			shimelman2017
1509		p a	2201	VERBAL BENEFACTIVE	Lincha-Tana	pa		p a	pu,pa			shimelman2017
1510		ɾ a	11	UNINTERRUPTED ACTION	Lincha-Tana	ra		ɾ a	ra			shimelman2017
1511		ɾ - u	2234	URGENT	Lincha-Tana	ru		ɾ u	ru,ra			shimelman2017
1512		ɾ - a	2234	URGENT	Lincha-Tana	ra		ɾ a	ru,ra			shimelman2017
1513		n a	2270	VERBALIZER	Lincha-Tana	na		n a	na		some reciprocal action	shimelman2017
1514		m aː	4	1 OBJECT	Pacaraos	maa		m aː	maa			adelaar1987
1515		m ui	25	1S SUBJECT 2S OBJECT	Pacaraos	muy		m ui	muy			adelaar1987
1516		n - - - - s i -	58	1PL POSSESSOR	Pacaraos	nsi		n s i	nsi			adelaar1987
1517		s + w a n	111 3	1PL VERBAL CONDITIONAL	Pacaraos	swan		s + w a n	swan			adelaar1987
1518		ç - u n - - - -	111	1PL VERBAL FUTURE	Pacaraos	shun		ç u n	shun			adelaar1987
1519		t a n t a + j	155 156	1S POSSESSOR	Pacaraos	tanta-y		t a n t a + j	tanta-y		tras vocal i, hay alargamiento vocálico	adelaar1987
1520		ʃ q a + j k i	210 24	1S SUBJECT 2S OBJECT FUTURE	Pacaraos	shqayki		ʃ q a + j k i	shqayki		terminación especial	adelaar1987
1521		k a + n i	234 235	1S VERBAL	Pacaraos	ka-ni		k a + n i	ka-ni			adelaar1987
1522		ç - a q	280	1S VERBAL FUTURE	Pacaraos	shaq		ç a q	shaq			adelaar1987
1523		m u	338	2S OBJECT	Pacaraos	mu		m u	mu			adelaar1987
1524		j k i	348	2S POSSESSOR	Pacaraos	yki		j k i	yki,			adelaar1987
1525		m aː + i k i	4 370	2S SUBJECT 1S OBJECT	Pacaraos	maayki		m aː + i k i	maayki			adelaar1987
1526		k i	370	2S VERBAL	Pacaraos	ki		k i	yki			adelaar1987
1527		n q a	446	3S FUTURE	Pacaraos	nqa		n q a	nqa			adelaar1987
1528		n	466	3S POSSESSOR	Pacaraos	n		n	n			adelaar1987
1529		m aː n s i	4 486	3S SUBJECT 1PL OBJECT	Pacaraos	maansi		m aː n s i	maansi			adelaar1987
1530		m aː + n	4 546	3S SUBJECT 1S OBJECT	Pacaraos	maan		m aː + n	maan			adelaar1987
1531		ç - u n - - - - -	337 528	3S SUBJECT 2S OBJECT	Pacaraos	shun		ç u n	shun			adelaar1987
1532		n	546	3S VERBAL	Pacaraos	n		n	n			adelaar1987
1533		p i q - -	5	ABLATIVE	Pacaraos	piq		p i q	piq, piqta			adelaar1987
1534		p i q t a	5	ABLATIVE	Pacaraos	piqta		p i q t a	piq, piqta			adelaar1987
1535		k t a	10	ACCUSATIVE	Pacaraos	kta		k t a	kta			adelaar1987
1536		q	674	AGENTIVE	Pacaraos	q		q	q			adelaar1987
1537		q	674	AGENTIVE	Pacaraos	q		q	q, shqa			adelaar1987
1539		tʃ a q	711	AUGMENTATIVE	Pacaraos	chaq		tʃ a q	chaq, traq		con adjetivos de tamaño	adelaar1987
1540		tʂ a q	711	AUGMENTATIVE	Pacaraos	traq		tʂ a q	chaq, traq		con adjetivos de tamaño	adelaar1987
1541		p a q -	720	BENEFACTIVE	Pacaraos	paq		p a q	paq			adelaar1987
1542		s i	766	CAUSATIVE	Pacaraos	si		s i	si			adelaar1987
1543		m u	800	CISLOCATIVE	Pacaraos	mu		m u	mu			adelaar1987
